human,gender,cause,date_of_birth,date_of_death,country,occupation,religion
Pius VI,male,natural causes,1717-12-25T00:00:00Z,1799-08-29T00:00:00Z,Papal States,Catholic priest,Catholic Church
Nargis,female,natural causes,1929-06-01T00:00:00Z,1981-05-03T00:00:00Z,British Raj,screenwriter,Islam
Peter II of Russia,male,natural causes,1715-10-23T00:00:00Z,1730-01-30T00:00:00Z,Russian Empire,politician,Eastern Orthodox Church
Georgios Papadopoulos,male,natural causes,1919-05-05T00:00:00Z,1999-06-27T00:00:00Z,Greece,military officer,Greek Orthodox Church
Mobutu Sese Seko,male,natural causes,1930-10-14T00:00:00Z,1997-09-07T00:00:00Z,Belgium,politician,Catholic Church
Charlotte Brontë,female,natural causes,1816-04-21T00:00:00Z,1855-03-31T00:00:00Z,United Kingdom of Great Britain and Ireland,writer,Anglicanism
P. V. Narasimha Rao,male,natural causes,1921-06-28T00:00:00Z,2004-12-23T00:00:00Z,British Raj,politician,Hinduism
P. V. Narasimha Rao,male,natural causes,1921-06-28T00:00:00Z,2004-12-23T00:00:00Z,British Raj,novelist,Hinduism
P. V. Narasimha Rao,male,natural causes,1921-06-28T00:00:00Z,2004-12-23T00:00:00Z,British Raj,poet,Hinduism
Ahmed Jarrar,male,homicide,1994-06-05T00:00:00Z,2018-02-06T00:00:00Z,State of Palestine,resistance fighter,Islam
Akkineni Nageswara Rao,male,natural causes,1924-09-20T00:00:00Z,2014-01-22T00:00:00Z,British Raj,stage actor,atheism
Michel Tamarati,male,accident,1858-01-01T00:00:00Z,1911-09-16T00:00:00Z,Kingdom of Italy,historian,Catholic Church
Edith Lucie Bongo,female,natural causes,1964-03-10T00:00:00Z,2009-03-14T00:00:00Z,Republic of the Congo,physician,Islam
Muhiyidin Moye,male,homicide,1985-01-01T00:00:00Z,2018-02-06T00:00:00Z,United States of America,activist,Bahá'í Faith
Takeda Shingen,male,natural causes,1521-12-01T00:00:00Z,1573-05-13T00:00:00Z,Japan,samurai,Buddhism
Magdalena Morano,female,natural causes,1847-11-15T00:00:00Z,1908-03-26T00:00:00Z,Kingdom of Italy,Catholic religious,Catholic Church
Anne Bancroft,female,natural causes,1931-09-17T00:00:00Z,2005-06-06T00:00:00Z,United States of America,stage actor,Catholicism
Sherwin Wine,male,accident,1928-01-25T00:00:00Z,2007-07-21T00:00:00Z,United States of America,rabbi,Judaism
Frances Xavier Cabrini,female,natural causes,1850-07-15T00:00:00Z,1917-12-22T00:00:00Z,United States of America,cleric,Catholic Church
Lucy Parsons,female,accident,1853-01-01T00:00:00Z,1942-03-07T00:00:00Z,United States of America,anarchist,atheism
Jane Seymour,female,natural causes,1508-01-01T00:00:00Z,1537-11-03T00:00:00Z,Kingdom of England,queen consort,Catholic Church
Akkineni Nageswara Rao,male,natural causes,1924-09-20T00:00:00Z,2014-01-22T00:00:00Z,India,actor,atheism
Csilla von Boeselager,female,natural causes,1941-05-17T00:00:00Z,1994-02-23T00:00:00Z,Hungary,volunteering,Catholicism
Marie-Victorin Kirouac,male,accident,1885-04-03T00:00:00Z,1944-07-15T00:00:00Z,Canada,botanist,Catholic Church
Charles Spurgeon,male,natural causes,1834-06-19T00:00:00Z,1892-01-31T00:00:00Z,United Kingdom of Great Britain and Ireland,theologian,Baptist
Marie-Victorin Kirouac,male,accident,1885-04-03T00:00:00Z,1944-07-15T00:00:00Z,Canada,teacher,Catholic Church
Christina Rossetti,female,natural causes,1830-12-05T00:00:00Z,1894-12-29T00:00:00Z,United Kingdom of Great Britain and Ireland,writer,Anglicanism
Christina Rossetti,female,natural causes,1830-12-05T00:00:00Z,1894-12-29T00:00:00Z,United Kingdom of Great Britain and Ireland,poet,Anglicanism
P. V. Narasimha Rao,male,natural causes,1921-06-28T00:00:00Z,2004-12-23T00:00:00Z,India,politician,Hinduism
P. V. Narasimha Rao,male,natural causes,1921-06-28T00:00:00Z,2004-12-23T00:00:00Z,India,novelist,Hinduism
P. V. Narasimha Rao,male,natural causes,1921-06-28T00:00:00Z,2004-12-23T00:00:00Z,India,poet,Hinduism
Akkineni Nageswara Rao,male,natural causes,1924-09-20T00:00:00Z,2014-01-22T00:00:00Z,India,stage actor,atheism
Charles Spurgeon,male,natural causes,1834-06-19T00:00:00Z,1892-01-31T00:00:00Z,United Kingdom of Great Britain and Ireland,autobiographer,Baptist
Philip Roth,male,natural causes,1933-03-19T00:00:00Z,2018-05-22T00:00:00Z,United States of America,writer,Judaism
Philip Roth,male,natural causes,1933-03-19T00:00:00Z,2018-05-22T00:00:00Z,United States of America,author,Judaism
Zeno,male,natural causes,0425-01-01T00:00:00Z,0491-04-10T00:00:00Z,Byzantine Empire,politician,Christianity
Philip Roth,male,natural causes,1933-03-19T00:00:00Z,2018-05-22T00:00:00Z,United States of America,novelist,Judaism
Philip Roth,male,natural causes,1933-03-19T00:00:00Z,2018-05-22T00:00:00Z,United States of America,screenwriter,Judaism
James Baldwin,male,natural causes,1924-08-02T00:00:00Z,1987-12-01T00:00:00Z,United States of America,civil rights advocate,atheism
Philip Roth,male,natural causes,1933-03-19T00:00:00Z,2018-05-22T00:00:00Z,United States of America,university teacher,Judaism
John Tower,male,accident,1925-09-29T00:00:00Z,1991-04-05T00:00:00Z,United States of America,politician,Methodism
Philip Roth,male,natural causes,1933-03-19T00:00:00Z,2018-05-22T00:00:00Z,United States of America,essayist,Judaism
Charles Spurgeon,male,natural causes,1834-06-19T00:00:00Z,1892-01-31T00:00:00Z,United Kingdom of Great Britain and Ireland,hymnwriter,Baptist
Abdullah Haselhoef,male,accident,1968-01-01T00:00:00Z,2018-06-10T00:00:00Z,Kingdom of the Netherlands,writer,Sunni Islam
Charles Spurgeon,male,natural causes,1834-06-19T00:00:00Z,1892-01-31T00:00:00Z,United Kingdom of Great Britain and Ireland,preacher,Baptist
Abdullah Haselhoef,male,accident,1968-01-01T00:00:00Z,2018-06-10T00:00:00Z,Kingdom of the Netherlands,imam,Sunni Islam
Slobodan Milošević,male,natural causes,1941-08-20T00:00:00Z,2006-03-11T00:00:00Z,Federal Republic of Yugoslavia,political commissar,atheism
Christina Rossetti,female,natural causes,1830-12-05T00:00:00Z,1894-12-29T00:00:00Z,United Kingdom of Great Britain and Ireland,hymnwriter,Anglicanism
Philip Roth,male,natural causes,1933-03-19T00:00:00Z,2018-05-22T00:00:00Z,United States of America,writer,atheism
Philip Roth,male,natural causes,1933-03-19T00:00:00Z,2018-05-22T00:00:00Z,United States of America,author,atheism
Philip Roth,male,natural causes,1933-03-19T00:00:00Z,2018-05-22T00:00:00Z,United States of America,novelist,atheism
Philip Roth,male,natural causes,1933-03-19T00:00:00Z,2018-05-22T00:00:00Z,United States of America,screenwriter,atheism
Philip Roth,male,natural causes,1933-03-19T00:00:00Z,2018-05-22T00:00:00Z,United States of America,university teacher,atheism
Philip Roth,male,natural causes,1933-03-19T00:00:00Z,2018-05-22T00:00:00Z,United States of America,science fiction writer,Judaism
Akkineni Nageswara Rao,male,natural causes,1923-09-20T00:00:00Z,2014-01-22T00:00:00Z,British Raj,actor,atheism
Philip Roth,male,natural causes,1933-03-19T00:00:00Z,2018-05-22T00:00:00Z,United States of America,essayist,atheism
Charles Spurgeon,male,natural causes,1834-06-19T00:00:00Z,1892-01-31T00:00:00Z,United Kingdom of Great Britain and Ireland,cleric,Baptist
Ma Zhongying,male,accident,1910-01-01T00:00:00Z,1936-01-01T00:00:00Z,Republic of China (1912–1949),military personnel,Islam
Rose Kennedy,female,natural causes,1890-07-21T00:00:00Z,1995-01-22T00:00:00Z,United States of America,socialite,Catholicism
Philip Roth,male,natural causes,1933-03-19T00:00:00Z,2018-05-22T00:00:00Z,United States of America,science fiction writer,atheism
Ma Zhongying,male,accident,1910-01-01T00:00:00Z,1936-01-01T00:00:00Z,Qing dynasty,military personnel,Islam
Fadi Mohammad al-Batsh,male,homicide,1983-01-01T00:00:00Z,2018-04-21T00:00:00Z,State of Palestine,imam,Islam
Akkineni Nageswara Rao,male,natural causes,1923-09-20T00:00:00Z,2014-01-22T00:00:00Z,British Raj,stage actor,atheism
Abdul Manan Ismail,male,accident,1948-06-28T00:00:00Z,2018-02-12T00:00:00Z,Malaysia,politician,Islam
Ann Richards,female,natural causes,1933-09-01T00:00:00Z,2006-09-13T00:00:00Z,United States of America,politician,United Methodist Church
Ramakrishna,male,natural causes,1836-02-18T00:00:00Z,1886-08-16T00:00:00Z,British Raj,philosopher,Hinduism
Omar Daoud,male,accident,1983-04-09T00:00:00Z,2018-05-09T00:00:00Z,Libya,association football player,Islam
Alfred Daniel Williams King,male,accident,1930-07-30T00:00:00Z,1969-07-21T00:00:00Z,United States of America,minister,Baptist
Slobodan Milošević,male,natural causes,1941-08-20T00:00:00Z,2006-03-11T00:00:00Z,Socialist Federal Republic of Yugoslavia,political commissar,atheism
Fahd bin Abdulaziz Al Saud,male,natural causes,1921-01-01T00:00:00Z,2005-08-01T00:00:00Z,Saudi Arabia,politician,Sunni Islam
Malachi Martin,male,accident,1921-07-23T00:00:00Z,1999-07-27T00:00:00Z,Ireland,writer,Catholicism
Akkineni Nageswara Rao,male,natural causes,1923-09-20T00:00:00Z,2014-01-22T00:00:00Z,India,actor,atheism
Fahd bin Abdulaziz Al Saud,male,natural causes,1921-01-01T00:00:00Z,2005-08-01T00:00:00Z,Saudi Arabia,monarch,Sunni Islam
Nora Astorga,female,natural causes,1944-12-10T00:00:00Z,1988-02-14T00:00:00Z,Nicaragua,judge,Catholic Church
Frances Xavier Cabrini,female,natural causes,1850-07-15T00:00:00Z,1917-12-22T00:00:00Z,United States of America,missionary,Catholic Church
Nora Astorga,female,natural causes,1944-12-10T00:00:00Z,1988-02-14T00:00:00Z,Nicaragua,diplomat,Catholic Church
Akkineni Nageswara Rao,male,natural causes,1923-09-20T00:00:00Z,2014-01-22T00:00:00Z,India,stage actor,atheism
Akkineni Nageswara Rao,male,natural causes,1924-09-20T00:00:00Z,2014-01-22T00:00:00Z,British Raj,actor,atheism
James Baldwin,male,natural causes,1924-08-02T00:00:00Z,1987-12-01T00:00:00Z,United States of America,playwright,atheism
James Baldwin,male,natural causes,1924-08-02T00:00:00Z,1987-12-01T00:00:00Z,United States of America,writer,atheism
Anne Bancroft,female,natural causes,1931-09-17T00:00:00Z,2005-06-06T00:00:00Z,United States of America,film director,Catholicism
Slobodan Milošević,male,natural causes,1941-08-20T00:00:00Z,2006-03-11T00:00:00Z,Serbia and Montenegro,political commissar,atheism
James Baldwin,male,natural causes,1924-08-02T00:00:00Z,1987-12-01T00:00:00Z,United States of America,poet,atheism
James Baldwin,male,natural causes,1924-08-02T00:00:00Z,1987-12-01T00:00:00Z,United States of America,screenwriter,atheism
Anne Bancroft,female,natural causes,1931-09-17T00:00:00Z,2005-06-06T00:00:00Z,United States of America,television actor,Catholicism
James Baldwin,male,natural causes,1924-08-02T00:00:00Z,1987-12-01T00:00:00Z,United States of America,university teacher,atheism
Anne Bancroft,female,natural causes,1931-09-17T00:00:00Z,2005-06-06T00:00:00Z,United States of America,screenwriter,Catholicism
Yaser Murtaja,male,homicide,1988-01-01T00:00:00Z,2018-04-06T00:00:00Z,State of Palestine,photographer,Islam
Eldon Hoke,male,accident,1958-03-23T00:00:00Z,1997-04-19T00:00:00Z,United States of America,singer,atheism
Yaser Murtaja,male,homicide,1987-01-01T00:00:00Z,2018-04-06T00:00:00Z,State of Palestine,photographer,Islam
Jane Seymour,female,natural causes,1508-01-01T00:00:00Z,1537-11-03T00:00:00Z,Kingdom of England,lady-in-waiting,Catholic Church
Lucy Parsons,female,accident,1853-01-01T00:00:00Z,1942-03-07T00:00:00Z,United States of America,trade unionist,atheism
Anne Bancroft,female,natural causes,1931-09-17T00:00:00Z,2005-06-06T00:00:00Z,United States of America,character actor,Catholicism
Yaser Murtaja,male,homicide,1988-01-01T00:00:00Z,2018-04-06T00:00:00Z,State of Palestine,journalist,Islam
Thomas C. Coffin,male,accident,1887-10-25T00:00:00Z,1934-06-08T00:00:00Z,United States of America,lawyer,Episcopal Church
Yaser Murtaja,male,homicide,1987-01-01T00:00:00Z,2018-04-06T00:00:00Z,State of Palestine,journalist,Islam
Thomas C. Coffin,male,accident,1887-10-25T00:00:00Z,1934-06-08T00:00:00Z,United States of America,politician,Episcopal Church
Lucy Parsons,female,accident,1853-01-01T00:00:00Z,1942-03-07T00:00:00Z,United States of America,journalist,atheism
Anne Bancroft,female,natural causes,1931-09-17T00:00:00Z,2005-06-06T00:00:00Z,United States of America,film actor,Catholicism
Anne Bancroft,female,natural causes,1931-09-17T00:00:00Z,2005-06-06T00:00:00Z,United States of America,voice actor,Catholicism
Rose Kennedy,female,natural causes,1890-07-22T00:00:00Z,1995-01-22T00:00:00Z,United States of America,socialite,Catholicism
Paul Schäfer,male,natural causes,1921-12-04T00:00:00Z,2010-04-24T00:00:00Z,Weimar Republic,paramedic,Lutheranism
E. F. Schumacher,male,natural causes,1911-08-16T00:00:00Z,1977-09-04T00:00:00Z,United Kingdom of Great Britain and Ireland,statistician,Catholic Church
Dave Brubeck,male,natural causes,1920-12-06T00:00:00Z,2012-12-05T00:00:00Z,United States of America,bandleader,Catholicism
Franz Kafka,male,natural causes,1883-07-03T00:00:00Z,1924-06-03T00:00:00Z,Czechoslovakia,aphorist,Judaism
Jean-Marie Lustiger,male,natural causes,1926-09-17T00:00:00Z,2007-08-05T00:00:00Z,France,cardinal,Judaism
Franz Kafka,male,natural causes,1883-07-03T00:00:00Z,1924-06-03T00:00:00Z,Czechoslovakia,fabulist,Judaism
Fazlur Khan,male,natural causes,1929-04-03T00:00:00Z,1982-03-27T00:00:00Z,United States of America,structural engineer,Islam
Paul Schäfer,male,natural causes,1921-12-04T00:00:00Z,2010-04-24T00:00:00Z,Argentina,paramedic,Lutheranism
Fazlur Khan,male,natural causes,1929-04-03T00:00:00Z,1982-03-27T00:00:00Z,British Raj,civil engineer,Islam
Jean-Marie Lustiger,male,natural causes,1926-09-17T00:00:00Z,2007-08-05T00:00:00Z,France,cardinal,Catholic Church
David Ricardo,male,natural causes,1772-04-18T00:00:00Z,1823-09-11T00:00:00Z,Kingdom of Great Britain,stockbroker,Anglicanism
Charlie Chaplin,male,natural causes,1889-04-16T00:00:00Z,1977-12-25T00:00:00Z,United Kingdom,mime artist,agnosticism
Fadi Mohammad al-Batsh,male,homicide,1983-01-01T00:00:00Z,2018-04-21T00:00:00Z,State of Palestine,docent,Islam
Francis Crick,male,natural causes,1916-06-08T00:00:00Z,2004-07-28T00:00:00Z,United Kingdom,molecular biologist,atheism
Georges Cuvier,male,natural causes,1769-08-23T00:00:00Z,1832-05-13T00:00:00Z,France,paleontologist,Protestantism
Georges Cuvier,male,natural causes,1769-08-23T00:00:00Z,1832-05-13T00:00:00Z,France,ornithologist,Protestantism
Francis Crick,male,natural causes,1916-06-08T00:00:00Z,2004-07-28T00:00:00Z,United Kingdom,neuroscientist,atheism
E. F. Schumacher,male,natural causes,1911-08-16T00:00:00Z,1977-09-04T00:00:00Z,United Kingdom,statistician,Catholic Church
Georges Cuvier,male,natural causes,1769-08-23T00:00:00Z,1832-05-13T00:00:00Z,France,geologist,Protestantism
Fazlur Khan,male,natural causes,1929-04-03T00:00:00Z,1982-03-27T00:00:00Z,British Raj,structural engineer,Islam
David Ricardo,male,natural causes,1772-04-18T00:00:00Z,1823-09-11T00:00:00Z,United Kingdom of Great Britain and Ireland,stockbroker,Anglicanism
Jack Kevorkian,male,natural causes,1928-05-26T00:00:00Z,2011-06-03T00:00:00Z,United States of America,pathologist,atheism
Csilla von Boeselager,female,natural causes,1941-05-17T00:00:00Z,1994-02-23T00:00:00Z,Germany,volunteering,Catholicism
Charles Darwin,male,natural causes,1809-02-12T00:00:00Z,1882-04-19T00:00:00Z,United Kingdom of Great Britain and Ireland,geologist,agnosticism
Csilla von Boeselager,female,natural causes,1941-05-17T00:00:00Z,1994-02-23T00:00:00Z,Germany,,Catholicism
Mikhail Kalashnikov,male,natural causes,1919-11-10T00:00:00Z,2013-12-23T00:00:00Z,Russia,structural engineer,Eastern Orthodox Church
Bertrand Russell,male,natural causes,1872-05-18T00:00:00Z,1970-02-02T00:00:00Z,United Kingdom of Great Britain and Ireland,metaphysician,agnosticism
Charles Mingus Jr.,male,natural causes,1922-04-22T00:00:00Z,1979-01-05T00:00:00Z,United States of America,bassist,Hinduism
Charles Darwin,male,natural causes,1809-02-12T00:00:00Z,1882-04-19T00:00:00Z,United Kingdom of Great Britain and Ireland,travel writer,agnosticism
Charles Darwin,male,natural causes,1809-02-12T00:00:00Z,1882-04-19T00:00:00Z,United Kingdom of Great Britain and Ireland,geologist,Anglicanism
Hirohito,male,natural causes,1901-04-29T00:00:00Z,1989-01-07T00:00:00Z,Japan,marine biologist,Shinto
Fazlur Khan,male,natural causes,1929-04-03T00:00:00Z,1982-03-27T00:00:00Z,Pakistan,civil engineer,Islam
Charles Mingus Jr.,male,natural causes,1922-04-22T00:00:00Z,1979-01-05T00:00:00Z,United States of America,bandleader,Hinduism
P. V. Narasimha Rao,male,natural causes,1921-06-28T00:00:00Z,2004-12-23T00:00:00Z,British Raj,freedom fighter,Hinduism
Charles Bukowski,male,natural causes,1920-08-16T00:00:00Z,1994-03-09T00:00:00Z,Germany,prose,atheism
Mikhail Botvinnik,male,natural causes,1911-08-17T00:00:00Z,1995-05-05T00:00:00Z,Soviet Union,electrical engineer,atheism
Charles Darwin,male,natural causes,1809-02-12T00:00:00Z,1882-04-19T00:00:00Z,United Kingdom of Great Britain and Ireland,ethologist,agnosticism
Howard Zinn,male,natural causes,1922-08-24T00:00:00Z,2010-01-27T00:00:00Z,United States of America,labor historian,atheism
Fazlur Khan,male,natural causes,1929-04-03T00:00:00Z,1982-03-27T00:00:00Z,Bangladesh,civil engineer,Islam
Franz Kafka,male,natural causes,1883-07-03T00:00:00Z,1924-06-03T00:00:00Z,Austria-Hungary,claims adjuster,Judaism
Bertrand Russell,male,natural causes,1872-05-18T00:00:00Z,1970-02-02T00:00:00Z,United Kingdom of Great Britain and Ireland,epistemologist,agnosticism
Oral Roberts,male,natural causes,1918-01-24T00:00:00Z,2009-12-15T00:00:00Z,United States of America,televangelist,Pentecostalism
Ray Manzarek,male,natural causes,1939-02-12T00:00:00Z,2013-05-20T00:00:00Z,United States of America,keyboardist,Catholicism
Bertrand Russell,male,natural causes,1872-05-18T00:00:00Z,1970-02-02T00:00:00Z,United Kingdom of Great Britain and Ireland,analytic philosopher,agnosticism
Bertrand Russell,male,natural causes,1872-05-18T00:00:00Z,1970-02-02T00:00:00Z,United Kingdom of Great Britain and Ireland,philosopher of language,agnosticism
Wangari Maathai,female,natural causes,1940-04-01T00:00:00Z,2011-09-25T00:00:00Z,Kenya,developmental biologist,Catholic Church
Charles Darwin,male,natural causes,1809-02-12T00:00:00Z,1882-04-19T00:00:00Z,United Kingdom of Great Britain and Ireland,travel writer,Anglicanism
Stephen Jay Gould,male,natural causes,1941-09-10T00:00:00Z,2002-05-20T00:00:00Z,United States of America,paleontologist,agnosticism
Charles Bukowski,male,natural causes,1920-08-16T00:00:00Z,1994-03-09T00:00:00Z,United States of America,prose,atheism
Fazlur Khan,male,natural causes,1929-04-03T00:00:00Z,1982-03-27T00:00:00Z,Pakistan,structural engineer,Islam
Dave Brubeck,male,natural causes,1920-12-06T00:00:00Z,2012-12-05T00:00:00Z,United States of America,arrangement,Catholicism
Charles Darwin,male,natural causes,1809-02-12T00:00:00Z,1882-04-19T00:00:00Z,United Kingdom of Great Britain and Ireland,ethologist,Anglicanism
Jack London,male,natural causes,1876-01-12T00:00:00Z,1916-11-22T00:00:00Z,United States of America,travel writer,Catholicism
